Question,Answers,Comment,Instructions,Render as
集,"しゅう,あつ","(L17) gather, meet, congregate, swarm, flock
kunyomi: あつ.まる, あつ.める, つど.う
onyomi: シュウ",Type the reading!,Image
発,"はっ,はつ,ぱつ","(L17) departure, discharge, publish, emit, start from, disclose, counter for gunshots
kunyomi: た.つ, あば.く, おこ.る, つか.わす, はな.つ
onyomi: ハツ, ホツ",Type the reading!,Image
表,"ぴょう,ひょう,あらわ,おもて","(L17) surface, table, chart, diagram
kunyomi: おもて, -おもて, あらわ.す, あらわ.れる, あら.わす
onyomi: ヒョウ",Type the reading!,Image
品,"ひん,じな,しな","(L17) goods, refinement, dignity, article, counter for meal courses
kunyomi: しな
onyomi: ヒン, ホン",Type the reading!,Image
写,"しゃ,うつ","(L17) copy, be photographed, describe
kunyomi: うつ.す, うつ.る, うつ-, うつ.し
onyomi: シャ, ジャ",Type the reading!,Image
真,"しん,ま","(L17) true, reality, Buddhist sect
kunyomi: ま, ま-, まこと
onyomi: シン",Type the reading!,Image
字,じ,"(L17) character, letter, word, section of village
kunyomi: あざ, あざな, -な
onyomi: ジ",Type the reading!,Image
活,"かつ,かっ","(L17) lively, resuscitation, being helped, living
kunyomi: い.きる, い.かす, い.ける
onyomi: カツ",Type the reading!,Image
結,"けっ,けつ,むす","(L17) tie, bind, contract, join, organize, do up hair, fasten
kunyomi: むす.ぶ, ゆ.う, ゆ.わえる
onyomi: ケツ, ケチ",Type the reading!,Image
婚,こん,"(L17) marriage
kunyomi: 
onyomi: コン",Type the reading!,Image
歩,"ほ,ぽ,ある","(L17) walk, counter for steps
kunyomi: ある.く, あゆ.む
onyomi: ホ, ブ, フ",Type the reading!,Image
目,"もく,め","(L18) eye, class, look, insight, experience, care, favor
kunyomi: め, -め, ま-
onyomi: モク, ボク",Type the reading!,Image
的,"てき,まと","(L18) bull's eye, mark, target, object, adjective ending
kunyomi: まと
onyomi: テキ",Type the reading!,Image
洋,よう,"(L18) ocean, sea, foreign, Western style
kunyomi: 
onyomi: ヨウ",Type the reading!,Image
服,ふく,"(L18) clothing, admit, obey, discharge
kunyomi: 
onyomi: フク",Type the reading!,Image
堂,どう,"(L18) public chamber, hall
kunyomi: 
onyomi: ドウ",Type the reading!,Image
力,"りょく,りき,ちから","(L18) power, strength, strong, strain, bear up, exert
kunyomi: ちから
onyomi: リョク, リキ, リイ",Type the reading!,Image
授,"じゅ,さず","(L18) impart, instruct, grant, confer
kunyomi: さず.ける, さず.かる
onyomi: ジュ",Type the reading!,Image
業,ぎょう,"(L18) business, vocation, arts, performance
kunyomi: わざ
onyomi: ギョウ, ゴウ",Type the reading!,Image
試,"し,こころ","(L18) test, try, attempt, experiment, ordeal
kunyomi: こころ.みる, ため.す
onyomi: シ",Type the reading!,Image
験,けん,"(L18) verification, effect, testing
kunyomi: あかし, しるし, ため.す, ためし
onyomi: ケン, ゲン",Type the reading!,Image
貸,"たい,か","(L18) lend
kunyomi: か.す, か.し-, かし-
onyomi: タイ",Type the reading!,Image
図,"と,ず,はか","(L18) map, drawing, plan, extraordinary, audacious
kunyomi: え, はか.る
onyomi: ズ, ト",Type the reading!,Image
館,かん,"(L18) building, mansion, large building, palace
kunyomi: やかた, たて
onyomi: カン",Type the reading!,Image
終,"しゅう,お","(L18) end, finish
kunyomi: お.わる, -お.わる, おわ.る, お.える, つい, つい.に
onyomi: シュウ",Type the reading!,Image
宿,"しゅく,やど","(L18) inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling
kunyomi: やど, やど.る, やど.す
onyomi: シュク",Type the reading!,Image
題,だい,"(L18) topic, subject
kunyomi: 
onyomi: ダイ",Type the reading!,Image
春,"しゅん,はる","(L19) springtime, spring (season)
kunyomi: はる
onyomi: シュン",Type the reading!,Image
秋,"しゅう,あき","(L19) autumn
kunyomi: あき, とき
onyomi: シュウ",Type the reading!,Image
冬,"とう,ふゆ","(L19) winter
kunyomi: ふゆ
onyomi: トウ",Type the reading!,Image
花,"か,はな,ばな","(L19) flower
kunyomi: はな
onyomi: カ, ケ",Type the reading!,Image
様,"よう,さま","(L19) Esq., way, manner, situation, polite suffix
kunyomi: さま, さん
onyomi: ヨウ, ショウ",Type the reading!,Image
不,"ふ,ぶ","(L19) negative, non-, bad, ugly, clumsy
kunyomi: 
onyomi: フ, ブ",Type the reading!,Image
姉,"し,あね,ねえ","(L19) elder sister
kunyomi: あね, はは
onyomi: シ",Type the reading!,Image
兄,"きょう,あに,にい","(L19) elder brother, big brother
kunyomi: あに
onyomi: ケイ, キョウ",Type the reading!,Image
漢,かん,"(L19) Sino-, China
kunyomi: 
onyomi: カン",Type the reading!,Image
卒,そつ,"(L19) graduate, soldier, private, die
kunyomi: そっ.する, お.える, お.わる, ついに, にわか
onyomi: ソツ, シュツ",Type the reading!,Image
工,"こう,く","(L19) craft, construction, katakana e radical (no. 48)
kunyomi: 
onyomi: コウ, ク, グ",Type the reading!,Image
研,"けん,と","(L19) polish, study of, sharpen
kunyomi: と.ぐ
onyomi: ケン",Type the reading!,Image
究,"きゅう,きわ","(L19) research, study
kunyomi: きわ.める
onyomi: キュウ, ク",Type the reading!,Image
質,"しつ,しち","(L19) substance, quality, matter, temperament
kunyomi: たち, ただ.す, もと, わりふ
onyomi: シツ, シチ, チ",Type the reading!,Image
問,"もん,と","(L19) question, ask, problem
kunyomi: と.う, と.い, とん
onyomi: モン",Type the reading!,Image
多,"た,おお","(L19) many, frequent, much
kunyomi: おお.い, まさ.に, まさ.る
onyomi: タ",Type the reading!,Image
皿,"さら,ざら","(L20) dish, a helping, plate
kunyomi: さら
onyomi: ベイ",Type the reading!,Image
声,"せい,こえ","(L20) voice
kunyomi: こえ, こわ-
onyomi: セイ, ショウ",Type the reading!,Image
茶,"ちゃ,さ","(L20) tea
kunyomi: 
onyomi: チャ, サ",Type the reading!,Image
止,"し,と","(L20) stop, halt
kunyomi: と.まる, -ど.まり, と.める, -と.める, -ど.め, とど.める, とど.め, とど.まる, や.める, や.む, -や.む, よ.す, -さ.す, -さ.し
onyomi: シ",Type the reading!,Image
枚,まい,"(L20) sheet of..., counter for flat thin objects or sheets
kunyomi: 
onyomi: マイ, バイ",Type the reading!,Image
両,りょう,"(L20) both, old Japanese coin, counter for carriages (e.g., in a train), two
kunyomi: てる, ふたつ
onyomi: リョウ",Type the reading!,Image
無,"む,ぶ,な","(L20) nothingness, none, ain't, nothing, nil, not
kunyomi: な.い
onyomi: ム, ブ",Type the reading!,Image
払,"はら,ばら","(L20) pay, clear out, prune, banish, dispose of
kunyomi: はら.う, -はら.い, -ばら.い
onyomi: フツ, ヒツ, ホツ",Type the reading!,Image
心,"しん,こころ","(L20) heart, mind, spirit, heart radical (no. 61)
kunyomi: こころ, -ごころ
onyomi: シン",Type the reading!,Image
笑,"しょう,わら,え","(L20) laugh
kunyomi: わら.う, え.む
onyomi: ショウ",Type the reading!,Image
絶,"ぜっ,ぜつ,た","(L20) discontinue, sever, cut off, abstain, interrupt, suppress, be beyond, without match, peerless, unparalleled
kunyomi: た.える, た.やす, た.つ
onyomi: ゼツ",Type the reading!,Image
対,"たい,つい","(L20) vis-a-vis, opposite, even, equal, versus, anti-, compare
kunyomi: あいて, こた.える, そろ.い, つれあ.い, なら.ぶ, むか.う
onyomi: タイ, ツイ",Type the reading!,Image
痛,"つう,いた","(L20) pain, hurt, damage, bruise
kunyomi: いた.い, いた.む, いた.ましい, いた.める
onyomi: ツウ",Type the reading!,Image
最,"さい,もっと","(L20) utmost, most, extreme
kunyomi: もっと.も, つま
onyomi: サイ, シュ",Type the reading!,Image
続,"ぞく,つづ","(L20) continue, series, sequel
kunyomi: つづ.く, つづ.ける, つぐ.ない
onyomi: ゾク, ショク, コウ, キョウ",Type the reading!,Image
信,しん,"(L21) faith, truth, fidelity, trust
kunyomi: 
onyomi: シン",Type the reading!,Image
経,けい,"(L21) sutra, longitude, pass thru, expire, warp
kunyomi: へ.る, た.つ, たていと, はか.る, のり
onyomi: ケイ, キョウ, キン",Type the reading!,Image
台,"たい,だい","(L21) pedestal, a stand, counter for machines and vehicles
kunyomi: うてな, われ, つかさ
onyomi: ダイ, タイ",Type the reading!,Image
風,"ふう,ふ,かぜ","(L21) wind, air, style, manner
kunyomi: かぜ, かざ-
onyomi: フウ, フ",Type the reading!,Image
犬,"けん,いぬ","(L21) dog
kunyomi: いぬ, いぬ-
onyomi: ケン",Type the reading!,Image
重,"じゅう,ちょう,おも,かさ","(L21) heavy, important, esteem, respect, heap up, pile up, nest of boxes, -fold
kunyomi: え, おも.い, おも.り, おも.なう, かさ.ねる, かさ.なる, おも
onyomi: ジュウ, チョウ",Type the reading!,Image
初,"しょ,はじ,はつ","(L21) first time, beginning
kunyomi: はじ.め, はじ.めて, はつ, はつ-, うい-, -そ.める, -ぞ.め
onyomi: ショ",Type the reading!,Image
若,わか,"(L21) young, if, perhaps, possibly, low number, immature
kunyomi: わか.い, わか-, も.しくわ, も.し, も.しくは, ごと.し
onyomi: ジャク, ニャク, ニャ",Type the reading!,Image
送,"そう,おく","(L21) escort, send
kunyomi: おく.る
onyomi: ソウ",Type the reading!,Image
幸,"こう,しあわ,さいわ","(L21) happiness, blessing, fortune
kunyomi: さいわ.い, さち, しあわ.せ
onyomi: コウ",Type the reading!,Image
計,"けい,はか","(L21) plot, plan, scheme, measure
kunyomi: はか.る, はか.らう
onyomi: ケイ",Type the reading!,Image
遅,"ち,おく,おそ","(L21) slow, late, back, later
kunyomi: おく.れる, おく.らす, おそ.い
onyomi: チ",Type the reading!,Image
配,"ぱい,はい,くば","(L21) distribute, spouse, exile, rationing
kunyomi: くば.る
onyomi: ハイ",Type the reading!,Image
弟,"だい,で,おとうと","(L21) younger brother, faithful service to elders
kunyomi: おとうと
onyomi: テイ, ダイ, デ",Type the reading!,Image
妹,"まい,いもうと","(L21) younger sister
kunyomi: いもうと
onyomi: マイ",Type the reading!,Image
記,き,"(L22) scribe, account, narrative
kunyomi: しる.す
onyomi: キ",Type the reading!,Image
銀,ぎん,"(L22) silver
kunyomi: しろがね
onyomi: ギン",Type the reading!,Image
回,"かい,まわ","(L22) -times, round, game, revolve, counter for occurrences
kunyomi: まわ.る, -まわ.る, -まわ.り, まわ.す, -まわ.す, まわ.し-, -まわ.し, もとお.る, か.える
onyomi: カイ, エ",Type the reading!,Image
夕,ゆう,"(L22) evening
kunyomi: ゆう
onyomi: セキ",Type the reading!,Image
黒,"こく,くろ","(L22) black
kunyomi: くろ, くろ.ずむ, くろ.い
onyomi: コク",Type the reading!,Image
用,よう,"(L22) utilize, business, service, use, employ
kunyomi: もち.いる
onyomi: ヨウ",Type the reading!,Image
末,"まつ,すえ","(L22) end, close, tip, powder, posterity
kunyomi: すえ, うら, うれ
onyomi: マツ, バツ",Type the reading!,Image
待,"たい,ま,まち","(L22) wait, depend on
kunyomi: ま.つ, -ま.ち
onyomi: タイ",Type the reading!,Image
残,"ざん,のこ","(L22) remainder, leftover, balance
kunyomi: のこ.る, のこ.す, そこな.う, のこ.り
onyomi: ザン, サン",Type the reading!,Image
駅,えき,"(L22) station
kunyomi: 
onyomi: エキ",Type the reading!,Image
番,ばん,"(L22) turn, number in a series
kunyomi: つが.い
onyomi: バン",Type the reading!,Image
説,"せつ,せっ","(L22) opinion, theory, explanation, rumor
kunyomi: と.く
onyomi: セツ, ゼイ",Type the reading!,Image
案,あん,"(L22) plan, suggestion, draft, ponder, fear, proposition, idea, expectation, worry, table, bench
kunyomi: つくえ
onyomi: アン",Type the reading!,Image
内,"ない,うち","(L22) inside, within, between, among, house, home
kunyomi: うち
onyomi: ナイ, ダイ",Type the reading!,Image
忘,"ぼう,わす","(L22) forget
kunyomi: わす.れる
onyomi: ボウ",Type the reading!,Image
守,"す,しゅ,まも","(L22) guard, protect, defend, obey
kunyomi: まも.る, まも.り, もり, -もり, かみ
onyomi: シュ, ス",Type the reading!,Image
顔,"がん,かお,がお","(L23) face, expression
kunyomi: かお
onyomi: ガン",Type the reading!,Image
悲,"ひ,かな","(L23) grieve, sad, deplore, regret
kunyomi: かな.しい, かな.しむ
onyomi: ヒ",Type the reading!,Image
怒,"ど,おこ,いか","(L23) angry, be offended
kunyomi: いか.る, おこ.る
onyomi: ド, ヌ",Type the reading!,Image
違,"い,ちが","(L23) difference, differ
kunyomi: ちが.う, ちが.い, ちが.える, -ちが.える, たが.う, たが.える
onyomi: イ",Type the reading!,Image
変,"へん,か","(L23) unusual, change, strange
kunyomi: か.わる, か.わり, か.える
onyomi: ヘン",Type the reading!,Image
比,"ひ,くら","(L23) compare, race, ratio, Philippines
kunyomi: くら.べる
onyomi: ヒ",Type the reading!,Image
情,"じょう,なさ","(L23) feelings, emotion, passion, sympathy, circumstances, facts
kunyomi: なさ.け
onyomi: ジョウ, セイ",Type the reading!,Image
感,かん,"(L23) emotion, feeling, sensation
kunyomi: 
onyomi: カン",Type the reading!,Image
調,"ちょう,しら","(L23) tune, tone, meter, key (music), writing style, prepare, exorcise, investigate, harmonize, mediate
kunyomi: しら.べる, しら.べ, ととの.う, ととの.える
onyomi: チョウ",Type the reading!,Image
査,さ,"(L23) investigate
kunyomi: 
onyomi: サ",Type the reading!,Image
果,"か,は","(L23) fruit, reward, carry out, achieve, complete, end, finish, succeed
kunyomi: は.たす, はた.す, -は.たす, は.てる, -は.てる, は.て
onyomi: カ",Type the reading!,Image
化,"か,け,ば","(L23) change, take the form of, influence, enchant, delude, -ization
kunyomi: ば.ける, ば.かす, ふ.ける, け.する
onyomi: カ, ケ",Type the reading!,Image
横,"おう,よこ","(L23) sideways, side, horizontal, width, woof, unreasonable, perverse
kunyomi: よこ
onyomi: オウ",Type the reading!,Image
相,"しょう,そう,あい","(L23) inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy
kunyomi: あい-
onyomi: ソウ, ショウ",Type the reading!,Image
答,"とう,こた,こたえ","(L23) solution, answer
kunyomi: こた.える, こた.え
onyomi: トウ",Type the reading!,Image
